date,location,latitude,longitude,rainfall_mm,temperature_c,humidity_percent,wind_speed_mps,pressure_kpa
2025-11-20,Jaipur,26.9124,75.7873,0.0,16.87,65.68,1.35,97.01
2025-11-21,Jaipur,26.9124,75.7873,0.0,16.7,69.93,1.41,97.1
2025-11-22,Jaipur,26.9124,75.7873,0.0,17.3,68.3,1.1,96.97
2025-11-23,Jaipur,26.9124,75.7873,0.0,17.34,68.32,1.14,96.96
2025-11-24,Jaipur,26.9124,75.7873,0.0,16.93,64.79,1.36,97.07
2025-11-25,Jaipur,26.9124,75.7873,0.0,17.2,52.65,1.12,97.06
2025-11-26,Jaipur,26.9124,75.7873,0.0,16.3,49.98,1.58,97.05
2025-11-27,Jaipur,26.9124,75.7873,0.01,16.15,62.33,1.66,97.15
2025-11-28,Jaipur,26.9124,75.7873,0.17,17.1,65.01,0.75,97.07
2025-11-29,Jaipur,26.9124,75.7873,0.0,19.12,65.69,1.0,96.89
2025-11-30,Jaipur,26.9124,75.7873,0.0,17.62,55.14,1.27,96.84
2025-12-01,Jaipur,26.9124,75.7873,0.0,17.5,60.59,1.34,96.77
2025-12-02,Jaipur,26.9124,75.7873,0.0,16.63,62.32,1.68,96.77
2025-12-03,Jaipur,26.9124,75.7873,0.0,15.27,45.99,1.18,97.1
2025-12-04,Jaipur,26.9124,75.7873,0.0,15.07,38.36,1.18,97.19
2025-12-05,Jaipur,26.9124,75.7873,0.0,15.41,34.93,1.11,97.3
2025-12-06,Jaipur,26.9124,75.7873,0.0,15.32,41.62,1.37,97.25
2025-12-07,Jaipur,26.9124,75.7873,0.0,16.49,38.5,1.29,97.17
2025-12-08,Jaipur,26.9124,75.7873,0.0,17.22,40.71,1.44,97.17
2025-12-09,Jaipur,26.9124,75.7873,0.0,16.59,40.34,1.77,97.14
2025-12-10,Jaipur,26.9124,75.7873,0.0,16.49,38.44,1.5,97.1
2025-12-11,Jaipur,26.9124,75.7873,0.0,17.85,34.37,1.29,97.01
2025-12-12,Jaipur,26.9124,75.7873,0.0,18.31,33.26,1.2,96.9
2025-12-13,Jaipur,26.9124,75.7873,0.0,18.55,36.19,0.88,96.97
2025-12-14,Jaipur,26.9124,75.7873,0.0,17.89,48.59,0.92,97.08
2025-12-15,Jaipur,26.9124,75.7873,0.0,17.77,45.81,1.25,97.07
2025-12-16,Jaipur,26.9124,75.7873,0.0,16.6,42.14,1.37,97.04
2025-12-17,Jaipur,26.9124,75.7873,0.0,16.78,41.57,1.5,97.11
2025-12-18,Jaipur,26.9124,75.7873,0.0,17.21,41.83,1.09,97.14
2025-12-19,Jaipur,26.9124,75.7873,0.0,17.66,36.42,1.37,96.93
2025-12-20,Jaipur,26.9124,75.7873,0.0,18.03,36.43,0.99,96.75
2025-12-21,Jaipur,26.9124,75.7873,0.0,17.08,54.88,0.99,96.9
2025-12-22,Jaipur,26.9124,75.7873,0.0,18.96,53.26,0.66,96.94
2025-12-23,Jaipur,26.9124,75.7873,0.0,17.29,57.44,2.13,96.88
2025-12-24,Jaipur,26.9124,75.7873,0.0,13.84,49.65,2.17,96.9
2025-12-25,Jaipur,26.9124,75.7873,0.0,14.69,37.63,1.0,96.92
2025-12-26,Jaipur,26.9124,75.7873,0.0,15.14,37.36,0.9,96.97
2025-12-27,Jaipur,26.9124,75.7873,0.0,15.56,33.78,0.84,96.97
2025-12-28,Jaipur,26.9124,75.7873,0.0,15.16,36.95,1.08,97.02
2025-12-29,Jaipur,26.9124,75.7873,0.0,15.05,44.12,1.01,96.96
2025-12-30,Jaipur,26.9124,75.7873,0.0,15.18,54.97,1.25,96.74
2025-12-31,Jaipur,26.9124,75.7873,0.02,14.59,65.74,1.49,96.5
